id,name,team,position
3607fe6c-9469-4ba7-954f-a3a4664af897,Corey Seager,TEX,IF
ae60de10-2a7d-40ec-acf2-ee5d7ddd2959,Michael King,SDP,P
586f41e4-ece3-4281-9ab6-cdb5be4fa0ad,Kevin Gausman,TOR,P
7bf63e01-543a-4682-8673-d7411cbf585a,Aaron Nola,PHI,P
5fe24f51-1811-49ff-b797-a927f5edb235,Gavin Williams,CLE,P
62b426da-2433-4992-a2c5-e488b6d35825,Jordan Beck,COL,OF
66a9cbf5-de59-4146-bccb-511b63578617,Yusei Kikuchi,LAA,P
aeb49a48-3dd2-46b0-afda-68c60d8c9b23,Luis Castillo,SEA,P
ee103bea-49c8-498a-867e-9f095f57f74e,Zac Gallen,FA,P
753d248b-71b8-445a-a069-65735840b961,David Peterson,NYM,P
1c3a6552-1442-4769-86c8-0f95cedf6b12,Mookie Betts,LAD,IF
0b71f928-c505-4b02-bd8b-606d0c61984c,Jung Hoo Lee,SFG,OF
67072e0d-adb6-4df1-9823-325e595f75bf,Jack Flaherty,DET,P
96c97d3e-c78a-4401-aa37-d6aa84c749e2,Nico Hoerner,CHC,IF
3a54b8ed-7224-4714-a7de-977387a139a9,Jurickson Profar,ATL,OF
c1a528e1-dcb1-4d58-9077-8ad5b9486a82,Christian Walker,HOU,IF
388a7169-fb73-4b2b-afdd-adb4f15017e4,Adolis Garcia,PHI,OF
5e104175-8533-4c2a-906e-192c63b4b21a,Nathan Eovaldi,TEX,P
d1f42893-e537-483c-acd4-5e67e479f994,Jose Soriano,LAA,P
9973d0a2-f544-4482-adbd-56ba661d6475,Daulton Varsho,TOR,OF
cf84dd71-1617-4cbd-98e6-706bcdca4e7f,Heliot Ramos,SFG,OF
0d4d34b5-2c28-461a-a9ab-7c8c8ce61db9,Michael Harris II,ATL,OF
afc5d688-d8a9-4371-bfb6-899594cae842,Matthew Boyd,CHC,P
b5da59ef-16a5-458a-95b2-841011fe0230,Ryan Pepiot,TBR,P
c0facd2f-dafe-482e-b8b5-9024db8bdc94,Merrill Kelly,ARI,P
d0d8dfde-9491-4906-a760-bd8618ba397f,Spencer Steer,CIN,IF
fe120b00-95a9-4e66-8f99-5b40747e0ff2,Yoshinobu Yamamoto,LAD,P
d8cbaa9b-847f-4d07-b7e8-618fbf6c4226,Ke'Bryan Hayes,CIN,IF
68b5b524-0add-48a0-b9df-3b18fc8012d5,Dansby Swanson,CHC,IF
9ddbab51-ee92-442f-a8ec-357d8ba7b9eb,Carlos Rodon,NYY,P
c27f42f1-f4fc-4620-86de-efb738a4d772,Tanner Bibee,CLE,P
2fbb9b4d-70ad-4a26-9597-1fd3217aee41,Jacob Wilson,ATH,IF
b22325cf-c07e-471d-8488-aa7fd61046cc,Jacob Wilson,ATH,IF
79661f41-5ca3-44d5-8771-2333c9d0573a,Ranger Suarez,FA,P
ee88eb85-bcc6-46d3-9dc9-31d3fb6968dc,Kyle Bradish,BAL,P
f24553a8-8964-4a42-b2a7-db12acc00c82,Sandy Alcantara,MIA,P
485b54f4-4a12-4893-b8c1-5146ae7425ed,Trevor Rogers,BAL,P
22272f41-ae62-4694-baaa-ed4ee845b30a,Trea Turner,PHI,IF
c7465f7d-4c2c-4a25-b084-907c577e81c9,Colson Montgomery,CHW,IF
0de811ed-68ad-4446-bb47-3455e98cec38,Spencer Schwellenbach,ATL,P
aabd9712-3256-423a-a949-2f32756b4bde,Chase Meidroth,CHW,IF
ca4a07fe-e60e-4ae5-9696-ff78bd0ed85c,Luis Robert Jr.,CHW,OF
fd19099f-f339-43e8-be24-5994d6b2bdcd,Tyler Glasnow,LAD,P
cd48401d-02b7-434a-8d79-9c83bb971971,Colton Cowser,BAL,OF
9f385f1b-fd94-4d97-9d07-93e473a5ce4b,Byron Buxton,MIN,OF
30e52ec8-f6a8-44ba-90ff-aed57783879a,Eury Perez,MIA,P
743ce580-61a3-4b27-81e9-07019be79189,Steven Kwan,CLE,OF
4257a945-174b-4181-bbcb-37c16c54d10b,Brady Singer,CIN,P
44bf255c-d459-41e0-9724-9d134a160bdd,Manny Machado,SDP,IF
89cf5a50-0adc-4cf0-849f-2065b69d9663,Mark Vientos,NYM,IF
e23270d9-4537-4a14-b0af-2e07e30b58b6,Ivan Herrera,STL,IF
6ac26be7-0b93-420f-944a-1f34ab3d36a7,Kyle Stowers,MIA,OF
55db2c6a-99ca-4c15-be7a-bc2f5bfd3155,Dylan Crews,WSN,OF
d9777f4f-6959-46c1-932c-a37500ac7e37,Nolan McLean,NYM,P
150f9eb1-0d1d-4eaf-b326-99b0d96437d0,Tyler Soderstrom,ATH,OF
10132218-2568-40b9-a8ff-5ffc2db4f007,Brandon Woodruff,MIL,P
83904b9e-35f9-443e-b9d3-06138dd04fa0,Mitch Keller,PIT,P
ed5d3dae-cd83-4f93-abd0-5cacc74715f8,Shota Imanaga,CHC,P
12c1e5fd-8749-4c77-9268-561cb34d37a7,Drew Rasmussen,TBR,P
d9bd7a65-e439-4954-bdd0-7737e4338390,Nolan Schanuel,LAA,IF
a56697ad-e6c0-4ac5-b9ee-12190b97a196,Shane Baz,BAL,P
f90f1615-aac3-4a50-baa0-502fde9a1350,Clay Holmes,NYM,P
13fa39ad-bd8a-4c44-9ef3-6a2c7f5c8dbb,Jonathan Aranda,TBR,IF
536dafed-ea66-4f97-a6de-4fa5adf678d2,Brenton Doyle,COL,OF
6ad6df32-b1d8-4dae-aab5-36af0bc350f8,Brandon Nimmo,TEX,OF
6857e350-e501-4284-bee8-ada219e60f5c,Wenceel Perez,DET,OF
feb9f1b3-b4c1-426a-bc1b-185ce9617d85,Trey Yesavage,TOR,P
c9aae1d1-fbfa-457e-8b7a-820b22ed4e87,Agustin Ramirez,MIA,IF
b5c3ff5f-b36c-48c5-923f-ca1ddf21f1b1,Luis Arraez,FA,IF
6e9cade4-0c9a-4bc8-8bf2-e9f35abb5324,Joe Musgrove,SDP,P
57cc8204-01a9-45bd-b927-eadaed73f4ac,Jake Cronenworth,SDP,IF
2655dc9a-c89c-4d7a-bc6b-9fcf8df22bd4,Chris Bassitt,FA,P
c295063b-2b09-408c-b508-19c620ba8aaf,Ramon Laureano,SDP,OF
ee84213b-e6c4-4855-a947-8bf7624c3b57,Shane McClanahan,TBR,P
ea5cd60d-a47e-4fbc-8bd7-283428ad0cf0,Daylen Lile,WSN,OF
7ce4b530-4553-4d7a-9962-3ed3ad87e4fb,Brandon Pfaadt,ARI,P
4c6def9f-fbff-4aa9-b617-ea9cafe851bc,Jacob Misiorowski,MIL,P
8a37a4cc-5a8e-47ff-b980-6f5c07fb3a21,Gleyber Torres,DET,IF
29c770a1-e633-4d3a-bb7e-c762c09c1eb4,Ezequiel Tovar,COL,IF
96287d5c-420b-4bed-813c-3d0fc47ab586,Brendan Donovan,STL,IF
93c8fc0f-b631-4308-b200-5a71ab057f3e,Jeffrey Springs,ATH,P
c9b1a319-45fd-4198-aa8d-def52bb5137c,Luis Severino,ATH,P
81f9e61b-6332-40c0-967e-b0aac487ca93,Jack Leiter,TEX,P
f3f6fed1-b76c-48ff-b2a4-a791c5cfc76c,Nick Lodolo,CIN,P
018562d4-3b86-49fa-ba9b-781a1bc3c31f,Andrew Abbott,CIN,P
b38535d0-9b78-47e3-9087-bb650764f50c,Shane Smith,CHW,P
1a65c691-6184-4e5e-9a25-fd206187ef10,Reid Detmers,LAA,P
985c36e5-ce17-473d-9a14-944b37b9af53,Harrison Bader,FA,OF
83a54efc-7f49-453d-b054-81cee3674dfc,Eugenio Suarez,FA,IF
2aa18cd3-176a-47bd-9bd5-6c88f27d8c5c,Noelvi Marte,CIN,IF
5b3248f8-48a3-480a-b5fd-cbd4d02fff03,Ernie Clement,TOR,IF
5faee9fc-128f-43fc-a3a4-4c555ef17b32,Ozzie Albies,ATL,IF
44ca493b-0cdd-4235-a504-28a2bb2bbfc0,Jackson Holliday,BAL,IF
4237320b-1b16-417d-a643-01910fd9f5e4,Quinn Priester,MIL,P
d53e0c47-5ebf-4971-8350-d7c4edac85e5,Marcell Ozuna,FA,OF
93ace2d6-a0fd-4efe-ace0-8f8e6df888bf,Sean Manaea,NYM,P
ee7ce8a8-f642-4175-9094-f18ca0495101,Willson Contreras,BOS,IF
a81c5e91-dc81-45a5-985c-03fc9ae435a2,Kris Bubic,KCR,P
e5656553-246a-4769-a33e-311031b9f492,Jarren Duran,BOS,OF
7693df03-b870-43b8-87d6-57487a6a686c,Joey Ortiz,MIL,IF
c55a37dc-792e-4dc8-9395-a3a5b00682c1,Lawrence Butler,ATH,OF
19fd2ae7-3b97-4c50-9661-c15e7479470f,Jasson Dominguez,NYY,OF
29f17c26-5f02-4fa0-a067-d6dc8e225704,Munetaka Murakami,CHW,IF
2d3d4b5a-909f-4162-92c7-7339aee195ec,Xavier Edwards,MIA,IF
0e7cc4b4-2136-44cb-b29e-393608b480e6,Chase Burns,CIN,P
0c5dfb86-38bc-4dfd-a6b1-cde040424ec7,Casey Mize,DET,P
86fd67f0-a524-4edd-a313-c3ddd2f80cee,Austin Riley,ATL,IF
0b596274-b666-443e-bb55-9d73bae2e247,Shea Langeliers,ATH,IF
312217c4-3d64-4b16-bf39-ad922d865afa,Jordan Westburg,BAL,IF
4cc3c843-3145-4df5-9b88-a452877aba7c,Adley Rutschman,BAL,IF
72d018b2-14ce-4b21-88f4-cad288560280,Royce Lewis,MIN,IF
90da7a44-65b1-40ed-8b56-0505abbac533,Brayan Bello,BOS,P
c69d56a9-6760-4077-8ee3-c019109ff491,Mickey Moniak,COL,OF
2cafca25-6760-4723-be1a-43d5295abf0f,Joey Cantillo,CLE,P
210d231d-af21-401b-87b6-5289946c4dea,Willi Castro,FA,OF
f55e1c9b-435d-4186-beae-4b097717d971,Marcus Semien,NYM,IF
86500f2b-c9d9-44c2-a9e6-07a58d76c600,Bubba Chandler,PIT,P
263da62b-eaea-4a70-8304-a952860fd381,Jackson Merrill,SDP,OF
f1cdd7b9-1502-488e-a40d-37416ba8627b,Zack Littell,FA,P
87ac5753-c929-4067-a992-b5ac9e726d53,Zack Wheeler,PHI,P
6d683adf-b852-47fd-a820-89badf9d90f2,Shane Bieber,TOR,P
489bc136-cf67-46cb-bb96-a385a0c89c4a,Miguel Vargas,CHW,IF
acfcda48-2865-4e5c-847b-cdb4b828d1d0,Jorge Soler,LAA,OF
0c4e8373-e5e4-49c6-871a-721e07ba4a4f,Jeremy Pena,HOU,IF
c72222e9-9449-49c1-8d39-59b0e77be061,Otto Lopez,MIA,IF
e0cc28fd-fcce-4d35-ad59-74ccf51961d1,Zach Eflin,FA,P
bb6c086f-c1c5-4284-814c-97e7c192a80d,Lucas Giolito,FA,P
0462e5d6-4361-4967-bc33-a07c125a28db,Ryan O'Hearn,PIT,IF
e1ebcb83-0cdf-4c04-bfef-e4d32095b86c,Edward Cabrera,MIA,P
faa7f4ea-a813-420b-b0a5-e176071b2643,Andrew Benintendi,CHW,OF
02decd7e-049e-4792-b450-f524aa34fbbc,Michael Wacha,KCR,P
dbb5fc99-24d2-400f-af16-5f679c524cf7,Ryne Nelson,ARI,P
2f9fcc7c-dd9f-49bf-84ad-4a16a5beaf87,Gavin Lux,CIN,OF
b401f7ad-0b6f-4023-9e61-edcb62f52032,Cade Cavalli,WSN,P
71eb3d20-4d50-4661-8b72-6335158470e0,Kyle Freeland,COL,P
88fade9e-fb06-4d10-b8e8-b945e75efefa,Seth Lugo,KCR,P
e3c4f4c4-d38c-4267-8f62-3724db689fb1,TJ Friedl,CIN,OF
f39438e6-f7c2-466c-90a6-20710f57029f,Kerry Carpenter,DET,OF
046fec1f-522f-477a-b351-25acf0a7b2c8,Jake Burger,TEX,IF
7bb439dc-d99a-4ece-8a96-d8e8a9eb958f,Cam Schlittler,NYY,P
a76da548-4c2a-4e54-ae4f-2b6ac6901af7,Hunter Goodman,COL,IF
8e08cdc2-58c9-455e-b524-6f19b96ab2fe,Victor Scott II,STL,OF
e4da8389-45bb-4f81-bd86-2155e91ffbb2,Matthew Liberatore,STL,P
acef97a8-dcd2-48cf-89e8-2a8862dd4597,Dustin May,STL,P
b0b57706-2a2b-4c34-8200-e16b5bb08059,Grayson Rodriguez,LAA,P
7ecddf2b-a50b-476f-aee4-ea7667213895,Jameson Taillon,CHC,P
8649d6b4-3e65-4d06-8b4c-107b3db671a4,Slade Cecconi,CLE,P
37f24025-8ea9-48be-a58e-ae8a8388ffbb,Alec Bohm,PHI,IF
34aae2ce-56c6-4ff3-8cca-27bcbdce8538,Brandon Lowe,PIT,IF
b8659205-1ecb-4e78-b7fb-87de5efe51f0,Kyle Manzardo,CLE,IF
ec2af755-b3bc-490c-b50c-eb9ca59eadc1,Dean Kremer,BAL,P
696e6760-cf02-449c-90fc-b7bfec1cc5f5,Tatsuya Imai,FA,P
0a8ab1c7-9430-41d5-823a-8d8ba4a0c33a,Reynaldo Lopez,ATL,P
33ba76be-0964-49ac-b39c-80121798aec7,Will Warren,NYY,P
0be93942-3b0c-45d8-9ec8-68c1e08cfdc8,Isaac Paredes,HOU,IF
7f8abdcc-37e1-4fb7-aa1d-1f5be44d03ba,Giancarlo Stanton,NYY,OF
6e577e3c-2b13-4c4a-95e7-1a314f34425d,Hurston Waldrep,ATL,P
4a529af2-c034-411e-a41e-b093145af7f1,Jacob Lopez,ATH,P
b432da60-62ec-4167-82a5-7879a0e5c718,Gavin Sheets,SDP,OF
afc2a4af-9818-4d79-af31-d708ed6cb049,Cristian Javier,HOU,P
38a625da-9ce4-4346-a665-c673dfc72f13,Masyn Winn,STL,IF
a489b668-d029-4a06-86a7-91f437325e11,Austin Wells,NYY,IF
16a7c9eb-6619-4f84-b45e-cba1b14fc8aa,Sal Frelick,MIL,OF
19ab8482-d2f9-4cf1-9e81-414a4e9556dc,Reese Olson,DET,P
d85747ef-b8c8-4c7a-b3d4-11517d162227,Chase DeLauter,CLE,OF
991f1b94-cfd8-4775-967e-84c9cc0d7543,Trent Grisham,NYY,OF
66bf82cb-35bc-4ad5-aaf0-7b645f38544a,Ben Rice,NYY,IF
10e6b0a1-93b5-489d-88b0-d85051d62aaf,Ryan Jeffers,MIN,IF
68483f2e-bf78-4d02-a43c-54ab7ce874cf,Eduardo Rodriguez,ARI,P
e71f0cd5-f9af-493a-8db6-e7e7bb367961,Josh Lowe,TBR,OF
f4844825-b855-4ceb-bacf-48c312e47b0b,Gerrit Cole,NYY,P
2ceeff03-317b-4599-a11f-b8a6088cb07b,Mike Burrows,HOU,P
b6be952f-6b54-4586-afbe-7ae37683ff0a,Noah Cameron,KCR,P
6f628b01-dabc-4932-8d5a-f28579b9b4fb,Andrew Vaughn,MIL,IF
a9ea08d4-c01f-4fd9-8c8e-5b06210deb3d,Tommy Edman,LAD,IF
b07f6490-e5e5-47a1-a413-5cb8a77baa1e,Sean Burke,CHW,P
52058808-13d4-4364-9233-a2453c27d6fa,Brandon Marsh,PHI,OF
942238f0-e423-490a-94ba-cede45252e0a,Alejandro Kirk,TOR,IF
7707cf8a-23bb-4a33-b456-445ff7bb2c7c,Parker Meadows,DET,OF
1a93e1f9-8bce-4a7f-ad37-0394c6cdc18e,Cade Horton,CHC,P
9e8f273c-61ef-4043-b119-d12055538209,Josh Smith,TEX,IF
01c9ed00-f58a-4968-808f-4a2826711aee,Matt Shaw,CHC,IF
cd02a535-afaa-42c9-8f96-ed5947462c93,Davis Martin,CHW,P
ad2f9d14-bba9-4ced-b9d7-4d95dab5d75d,Ian Happ,CHC,OF
ad2eda8c-ca35-4727-ae06-98326f8c8646,Tyler Mahle,FA,P
6c09dfed-ec71-4824-9394-b11f478a0b15,Bryce Miller,SEA,P
ad917f6a-df57-486f-8213-82f6d5985610,Lance McCullers Jr.,HOU,P
254c5ff6-f98d-4137-9e1e-62aa5f49d32e,Cedric Mullins,TBR,OF
30df2509-9cfb-415a-93e6-a2929cca3ed9,Chad Patrick,MIL,P
9a2c6f7f-c3f0-4d70-ab19-69d6591d7e0c,Matt Wallner,MIN,OF
169d46a6-39af-4264-b429-46a2a8eeef8f,Jeff McNeil,ATH,IF
3ff6cb6b-129d-4234-bafd-2eaa13897e26,Spencer Horwitz,PIT,IF
dc1156f1-7165-4214-b5fc-1a3d260ba60a,Brad Lord,WSN,P
7e979541-b907-4afb-b7be-92f401a9b02d,Justin Verlander,FA,P
c6a09132-368e-4879-91a7-65420e10bf01,Landen Roupp,SFG,P
3cc9bcda-50e3-46a2-bd3d-3760a76c73a4,Roki Sasaki,LAD,P
ff8d0054-4b5e-4773-9451-c5cb4365cd25,Max Scherzer,FA,P
490e5f3d-e6eb-4ad4-afdf-cf5f8140232c,Tyler O'Neill,BAL,OF
93d70e1d-df8c-4c78-996c-bd001dee0c93,Nick Martinez,FA,P
7ff62ded-0696-4c0f-819b-55d93587a0fd,Brayan Rocchio,CLE,IF
67e4e6b3-f0b7-4d59-b3a7-55c529f48375,Jorge Polanco,NYM,IF
d137a368-c987-41df-8035-a223367c3add,Austin Hays,FA,OF
7bd03f9d-5d31-4142-b2e9-f818188c2a21,Zebby Matthews,MIN,P
c0780d69-ff05-4ce0-ae1e-7c1f5943ef14,Aaron Civale,FA,P
bb1609f8-e17d-4a0e-a6ec-dedb71a97947,Ryan Weathers,MIA,P
355dc094-8209-4956-b652-e22538c21c54,Salvador Perez,KCR,IF
3c4c1215-3855-4b87-b1ea-be49238d113b,J.P. Crawford,SEA,IF
f17feba7-9e14-40f1-bf2e-08f8802a1ad2,Nathan Lukes,TOR,OF
dd0e83ef-33c7-463b-9e48-48b6af91e202,Bailey Ober,MIN,P
81ee4b1d-d3b6-45dd-b549-7cf37fda2dad,Addison Barger,TOR,IF
820fb798-2de8-41cf-9c55-2bd21954f054,Emmet Sheehan,LAD,P
f3e96c2d-5f6e-46d0-b74a-1652c6747aea,Max Kepler,FA,OF
6feb3548-3f99-4744-af96-0db26aeb55c1,Lars Nootbaar,STL,OF
06a523d5-4b8d-43ce-9498-640502182963,Luis Gil,NYY,P
05ab21ad-7e5a-43ac-9941-30f76d683e07,Braxton Ashcraft,PIT,P
78758700-41eb-4dff-957d-3f48a7ce6b45,Kodai Senga,NYM,P
6a5ed8b1-41fb-441f-b5cb-eb7355e10ca4,Anthony Santander,TOR,OF
f8e5a635-dd72-47c8-bc43-6399ba5a942f,Patrick Corbin,FA,P
74263063-f58e-4366-a707-d5cea434a25e,Jose Quintana,FA,P
7b585869-7244-4188-b889-83f1e2bedcfc,Parker Messick,CLE,P
95639723-c064-4d58-8bc4-ff9f3f1729f4,Dominic Canzone,SEA,OF
36a6db82-512e-4a9d-912b-69377f4cfa5c,Jac Caglianone,KCR,OF
3ef60959-72b7-49e6-92b6-293dca69ee64,Jonathan India,KCR,IF
d7c2cae9-3f46-4705-9397-98915fd50d6e,Anthony Kay,CHW,P
7677edd5-a968-4faf-93ab-340a98d62753,Andre Pallante,STL,P
cdb5a1c5-f6e6-4075-b610-512b35f51074,Steven Matz,TBR,P
7919a2c7-c16d-4fff-aa02-7b3b73364c98,Jordan Lawlar,ARI,IF
be4648fe-7bc0-4ae5-ad1c-98a2264b66f5,Adrian Houser,SFG,P
25f9b961-7e5d-421c-a5de-a9e7c1932938,Carson Williams,TBR,IF
0b413d1b-b9d9-42b4-b177-b60a77bb09e6,Justin Crawford,PHI,OF
d71185ec-1af6-4ffb-8e4f-0ce3f00ae55c,Michael McGreevy,STL,P
b1537b9d-4cc5-4848-bc36-762d047e7d29,Tyler Anderson,FA,P
d712281c-32a7-43e2-bcbc-6edcfdc8c140,Kumar Rocker,TEX,P
eb4a56f6-d1a3-4b66-b426-1583c4e4a606,Luke Keaschall,MIN,IF
9245f4cb-9144-4041-a695-b13b96f22e90,Josh Bell,MIN,IF
a9a2470c-47c0-45ef-b22f-9e80bbafa546,Lourdes Gurriel Jr.,ARI,OF
4042089d-6f80-4dd3-b7e0-4bb79f8ca97b,Griffin Canning,FA,P
bda560ab-7b77-4ce3-aaf6-e44d05bb53bb,Jacob Latz,TEX,P
59247fd4-aa40-49a8-8c32-aa87062bd141,Luis Garcia Jr.,WSN,IF
